business_id;name;categories;city;stars;text
b1705;Cozy Pet Grooming;Pet Groomers, Animal Shelters;Austin;4.5;cozi pet groom pet groomer anim shelter
b1399;Express Motors;Tires, Body Shops;Reno;4.5;express motor tire bodi shop
b1770;Garden Lodge;Event Planning & Services, Hotels & Travel, Bed & Breakfast, Resorts;Phoenix;4.0;garden lodg event plan servic hotel travel bed breakfast resort
b1101;Bella Pasta House;Restaurants, Calzones;Columbus;3.0;bella pasta hous restaur calzon
b1712;Cozy Animal Hospital;Veterinarians, Pets, Pet Stores, Pet Groomers;Columbus;3.0;cozi anim hospit veterinarian pet pet store pet groomer
b1503;Core Wellness;Active Life, Pilates, Cycling Classes;Reno;4.5;core well activ life pilat cycl class
b1064;Rustic Pizzeria;Italian, Wine Bars, Restaurants;Madison;5.0;rustic pizzeria italian wine bar restaur
b1480;Family Dental;Optometrists, Doctors;Portland;4.0;famili dental optometrist doctor
b1693;Wag Pet Shop;Dog Walkers, Veterinarians;Columbus;4.5;wag pet shop dog walker veterinarian
b1426;Precision Auto Body;Auto Parts, Tires, Body Shops, Auto Repair;Nashville;4.0;precis auto bodi auto part tire bodi shop auto repair
b1251;Hungry Burgers;Fast Food, Sandwiches;Reno;5.0;hungri burger fast food sandwich
b1384;Radiant Beauty Bar;Skin Care, Nail Salons;Madison;4.0;radiant beauti bar skin care nail salon
b1285;Blue Brewery;Nightlife, Breweries, Bars;Portland;3.0;blue breweri nightlif breweri bar
b1302;Old Tavern;Cocktail Bars, Breweries;Portland;4.5;old tavern cocktail bar breweri
b1328;The Saloon;Sports Bars, Breweries;Austin;3.5;saloon sport bar breweri
b1652;Apex Heating & Cooling;Contractors, Plumbing;Portland;4.0;apex heat cool contractor plumb
b1261;Big Grill;Fast Food, Burgers, Sandwiches, Restaurants;Madison;4.0;big grill fast food burger sandwich restaur
b1001;Urban Beans;Breakfast & Brunch, Juice Bars & Smoothies, Bakeries, Cafes;Tucson;4.5;urban bean breakfast brunch juic bar smoothi bakeri cafe
b1340;Serene Beauty Bar;Barbers, Day Spas, Skin Care, Nail Salons;Nashville;5.0;seren beauti bar barber day spa skin care nail salon
b1665;Whiskers Pet Care;Veterinarians, Pets, Pet Groomers;Phoenix;3.0;whisker pet care veterinarian pet pet groomer
b1734;Royal Bed & Breakfast;Hotels & Travel, Hotels, Event Planning & Services;Columbus;3.5;royal bed breakfast hotel travel hotel event plan servic
b1120;Taco Taqueria;Restaurants, Tex-Mex, Latin American;Tampa;5.0;taco taqueria restaur latin american
b1273;Classic Burgers;American (Traditional), Restaurants;Portland;4.0;classic burger american tradit restaur
b1724;Garden Lodge;Hotels & Travel, Bed & Breakfast, Event Planning & Services, Resorts;Portland;3.5;garden lodg hotel travel bed breakfast event plan servic resort
b1526;Summit Wellness;Trainers, Gyms, Fitness & Instruction, Pilates;Columbus;4.5;summit well trainer gym fit instruct pilat
b1160;Casa Cantina;Tex-Mex, Tacos, Mexican, Latin American;Phoenix;4.0;casa cantina taco mexican latin american
b1177;Golden Dragon;Ramen, Restaurants, Asian Fusion, Sushi Bars;Portland;4.5;golden dragon ramen restaur asian fusion sushi bar
b1408;Master Auto Repair;Tires, Oil Change Stations, Auto Repair;Reno;4.0;master auto repair tire oil chang station auto repair
b1567;Daily Pantry;Farmers Market, Organic Stores, Convenience Stores;Boulder;3.0;daili pantri farmer market organ store conveni store
b1382;Glow Hair Studio;Barbers, Beauty & Spas, Day Spas, Waxing;Madison;3.5;glow hair studio barber beauti spa day spa wax
b1414;All-Star Tire Center;Tires, Auto Repair;Madison;4.5;tire center tire auto repair
b1051;Bean Brew House;Juice Bars & Smoothies, Donuts, Breakfast & Brunch, Cafes;Tucson;3.0;bean brew hous juic bar smoothi donut breakfast brunch cafe
b1642;Reliable Home Services;Plumbing, Electricians, Home Services, Roofing;Portland;4.5;reliabl home servic plumb electrician home servic roof
b1191;Jade Noodle House;Asian Fusion, Ramen;Austin;5.0;jade noodl hous asian fusion ramen
b1376;Bliss Nails;Hair Salons, Beauty & Spas, Barbers;Boulder;3.0;bliss nail hair salon beauti spa barber
b1083;Mama Pizzeria;Restaurants, Italian;Austin;3.0;mama pizzeria restaur italian
b1575;Family Provisions;Convenience Stores, Grocery;Reno;5.0;famili provis conveni store groceri
b1091;Nonna Pizza;Pasta, Wine Bars, Pizza;Madison;4.5;nonna pizza pasta wine bar pizza
b1350;Serene Hair Studio;Nail Salons, Barbers, Skin Care, Beauty & Spas;Columbus;3.0;seren hair studio nail salon barber skin care beauti spa
b1021;Urban Cafe;Tea Rooms, Cafes;Madison;3.5;urban cafe tea room cafe
b1628;Guardian Plumbing;Home Services, Heating & Air Conditioning/HVAC;Madison;4.5;guardian plumb home servic heat air
b1714;Loyal Veterinary Clinic;Dog Walkers, Pet Groomers, Animal Shelters;Columbus;3.5;loyal veterinari clinic dog walker pet groomer anim shelter
b1258;Downtown Burger Joint;Fast Food, Fries, Restaurants, Sandwiches;Reno;4.5;downtown burger joint fast food fri restaur sandwich
b1355;Radiant Beauty Bar;Barbers, Skin Care, Hair Salons, Nail Salons;Boulder;4.5;radiant beauti bar barber skin care hair salon nail salon
b1134;Taco Grill;Burritos, Tacos;Phoenix;4.5;taco grill burrito taco
b1535;Core Yoga Studio;Cycling Classes, Active Life, Fitness & Instruction;Boulder;5.0;core yoga studio cycl class activ life fit instruct
b1766;Grand Inn;Event Planning & Services, Hotels;Austin;5.0;grand inn event plan servic hotel
b1694;Wag Animal Hospital;Animal Shelters, Pet Groomers, Pets;Columbus;4.0;wag anim hospit anim shelter pet groomer pet
b1087;Rustic Pizzeria;Italian, Wine Bars, Pizza, Pasta;Tampa;4.5;rustic pizzeria italian wine bar pizza pasta
b1659;Trusted HVAC;Home Services, Roofing;Austin;4.0;trust hvac home servic roof
b1193;Lucky Sushi;Asian Fusion, Sushi Bars, Restaurants, Chinese;Boulder;3.5;lucki sushi asian fusion sushi bar restaur chines
b1678;Happy Pet Shop;Dog Walkers, Animal Shelters, Pets, Pet Groomers;Tucson;5.0;happi pet shop dog walker anim shelter pet pet groomer
b1425;Express Car Wash;Auto Parts, Car Wash, Tires, Auto Repair;Portland;4.5;express car wash auto part car wash tire auto repair
b1387;Master Auto Repair;Auto Repair, Tires, Car Wash, Oil Change Stations;Tucson;4.5;master auto repair auto repair tire car wash oil chang station
b1280;Hop Lounge;Pubs, Beer, Lounges, Breweries;Tucson;4.0;hop loung pub beer loung breweri
b1137;Sol Cocina;Mexican, Tex-Mex, Burritos;Tucson;4.0;sol cocina mexican burrito
b1353;Polished Beauty Bar;Skin Care, Day Spas, Hair Salons, Barbers;Tucson;4.5;polish beauti bar skin care day spa hair salon barber
b1451;Community Dentistry;Chiropractors, Optometrists, Physical Therapy;Portland;5.0;commun dentistri chiropractor optometrist physic therapi
b1327;Old Alehouse;Bars, Sports Bars;Columbus;4.0;old alehous bar sport bar
b1264;Hungry Grill;American (Traditional), Burgers;Portland;5.0;hungri grill american tradit burger
b1089;Rustic Pizza;Italian, Pasta, Pizza;Nashville;4.0;rustic pizza italian pasta pizza
b1268;Downtown Grill;Fast Food, Restaurants, Sandwiches;Tampa;3.5;downtown grill fast food restaur sandwich
b1145;El Grill;Restaurants, Tacos, Latin American, Mexican;Columbus;5.0;el grill restaur taco latin american mexican
b1075;Bella Pasta House;Italian, Pizza;Reno;4.0;bella pasta hous italian pizza
b1107;Rustic Pizzeria;Pizza, Italian;Boulder;4.0;rustic pizzeria pizza italian
b1234;Classic Burger Joint;Fries, American (Traditional), Fast Food, Restaurants;Tucson;5.0;classic burger joint fri american tradit fast food restaur
b1112;El Cocina;Latin American, Burritos, Tacos;Austin;4.0;el cocina latin american burrito taco
b1034;Morning Roasters;Breakfast & Brunch, Donuts, Cafes;Tucson;4.0;morn roaster breakfast brunch donut cafe
b1281;Old Saloon;Nightlife, Beer;Portland;5.0;old saloon nightlif beer
b1492;Gentle Health Group;Doctors, Physical Therapy;Nashville;4.0;gentl health group doctor physic therapi
b1023;Corner Brew House;Tea Rooms, Coffee & Tea, Breakfast & Brunch, Bakeries;Phoenix;4.0;corner brew hous tea room coffe tea breakfast brunch bakeri
b1081;Original Pizzeria;Restaurants, Wine Bars, Calzones;Boulder;4.0;origin pizzeria restaur wine bar calzon
b1461;Bright Dental;Doctors, Dentists, Health & Medical;Columbus;4.5;bright dental doctor dentist health medic
b1008;Roasted Roasters;Donuts, Juice Bars & Smoothies, Cafes;Nashville;3.5;roast roaster donut juic bar smoothi cafe
b1358;Glow Spa;Skin Care, Barbers, Nail Salons;Phoenix;4.5;glow spa skin care barber nail salon
b1674;Cozy Pet Care;Pet Stores, Animal Shelters, Pets, Dog Walkers;Columbus;5.0;cozi pet care pet store anim shelter pet dog walker
b1097;Original Italian Kitchen;Italian, Restaurants;Boulder;4.0;origin italian kitchen italian restaur
b1244;Smash Eatery;American (Traditional), Burgers;Madison;4.0;smash eateri american tradit burger
b1223;Downtown Eatery;Fast Food, Hot Dogs;Madison;3.5;downtown eateri fast food hot dog
b1581;Fresh Mart;Convenience Stores, Grocery;Tampa;3.5;fresh mart conveni store groceri
b1320;Hop Brewery;Lounges, Cocktail Bars, Bars;Nashville;5.0;hop breweri loung cocktail bar bar
b1232;Big Burgers;Sandwiches, American (Traditional), Fast Food, Restaurants;Madison;3.5;big burger sandwich american tradit fast food restaur
b1455;Bright Chiropractic;Doctors, Optometrists, Physical Therapy;Nashville;5.0;bright chiropract doctor optometrist physic therapi
b1545;Summit Training Lab;Trainers, Yoga, Active Life, Gyms;Tampa;4.0;summit train lab trainer yoga activ life gym
b1433;Master Tire Center;Oil Change Stations, Auto Repair, Tires;Austin;3.5;master tire center oil chang station auto repair tire
b1189;Sakura Kitchen;Sushi Bars, Ramen, Noodles;Austin;4.0;sakura kitchen sushi bar ramen noodl
b1485;Community Chiropractic;Chiropractors, Doctors, Health & Medical, Dentists;Madison;4.0;commun chiropract chiropractor doctor health medic dentist
b1397;All-Star Tire Center;Tires, Auto Parts;Nashville;4.0;tire center tire auto part
b1649;Guardian Heating & Cooling;Contractors, Electricians, Home Services;Boulder;4.0;guardian heat cool contractor electrician home servic
b1733;Park Resort;Resorts, Hotels & Travel, Event Planning & Services;Nashville;3.5;park resort resort hotel travel event plan servic
b1429;Quick Auto Body;Oil Change Stations, Body Shops, Automotive;Tucson;4.5;quick auto bodi oil chang station bodi shop automot
b1519;Elevate Fitness;Active Life, Pilates, Trainers;Nashville;4.0;elev fit activ life pilat trainer
b1003;Daily Beans;Tea Rooms, Juice Bars & Smoothies, Cafes, Donuts;Columbus;5.0;daili bean tea room juic bar smoothi cafe donut
b1072;Bella Trattoria;Wine Bars, Pizza;Boulder;4.0;bella trattoria wine bar pizza
b1099;Rustic Pasta House;Restaurants, Calzones;Madison;3.0;rustic pasta hous restaur calzon
b1054;Morning Cafe;Bakeries, Breakfast & Brunch, Coffee & Tea, Juice Bars & Smoothies;Tucson;3.0;morn cafe bakeri breakfast brunch coffe tea juic bar smoothi
b1025;Daily Cafe;Bakeries, Breakfast & Brunch, Cafes;Reno;3.5;daili cafe bakeri breakfast brunch cafe
b1554;Harvest Pantry;Shopping, Farmers Market;Madison;4.5;harvest pantri shop farmer market
b1737;Royal Hotel;Resorts, Bed & Breakfast, Hotels;Columbus;4.0;royal hotel resort bed breakfast hotel
b1242;Smash Burgers;Restaurants, Fast Food;Austin;3.5;smash burger restaur fast food
b1235;Classic Burgers;American (Traditional), Fries, Fast Food;Nashville;5.0;classic burger american tradit fri fast food
b1648;Hometown Plumbing;Heating & Air Conditioning/HVAC, Contractors, Electricians, Roofing;Boulder;3.0;hometown plumb heat air contractor electrician roof
b1061;Rustic Pizza;Pizza, Calzones, Wine Bars;Phoenix;4.0;rustic pizza pizza calzon wine bar
b1421;Precision Service Center;Car Wash, Auto Repair;Austin;4.0;precis servic center car wash auto repair
b1222;Route Burger Joint;Burgers, Hot Dogs, Sandwiches, American (Traditional);Madison;4.0;rout burger joint burger hot dog sandwich american tradit
b1325;Old Tavern;Sports Bars, Nightlife;Columbus;5.0;old tavern sport bar nightlif
b1731;Park Inn;Bed & Breakfast, Resorts;Tampa;3.5;park inn bed breakfast resort
b1507;Core Fitness;Yoga, Trainers, Active Life, Cycling Classes;Tampa;4.0;core fit yoga trainer activ life cycl class
b1692;Wag Pet Grooming;Veterinarians, Pets, Pet Groomers, Dog Walkers;Portland;3.5;wag pet groom veterinarian pet pet groomer dog walker
b1123;Casa Tacos;Latin American, Tex-Mex, Mexican;Boulder;4.0;casa taco latin american mexican
b1600;Harvest Pantry;Farmers Market, Grocery, Convenience Stores, Specialty Food;Madison;4.0;harvest pantri farmer market groceri conveni store specialti food
b1111;Fiesta Burrito Bar;Restaurants, Tex-Mex, Burritos, Latin American;Austin;4.5;fiesta burrito bar restaur burrito latin american
b1398;Precision Auto Body;Car Wash, Body Shops;Reno;4.0;precis auto bodi car wash bodi shop
b1680;Whiskers Veterinary Clinic;Veterinarians, Dog Walkers, Animal Shelters;Nashville;4.0;whisker veterinari clinic veterinarian dog walker anim shelter
b1396;All-Star Garage;Tires, Car Wash, Auto Repair, Oil Change Stations;Madison;4.5;garag tire car wash auto repair oil chang station
b1566;Nature Foods;Organic Stores, Specialty Food, Grocery, Shopping;Columbus;3.0;natur food organ store specialti food groceri shop
b1484;Lakeside Medical Center;Optometrists, Dentists, Doctors, Chiropractors;Madison;3.0;lakesid medic center optometrist dentist doctor chiropractor
b1357;Polished Barbershop;Waxing, Nail Salons, Barbers, Day Spas;Columbus;4.0;polish barbershop wax nail salon barber day spa
b1764;Park Suites;Resorts, Hotels, Hotels & Travel;Phoenix;5.0;park suit resort hotel hotel travel
b1265;Big Burgers;American (Traditional), Sandwiches;Nashville;5.0;big burger american tradit sandwich
b1171;Jade Ramen;Thai, Asian Fusion, Noodles, Restaurants;Boulder;4.0;jade ramen thai asian fusion noodl restaur
b1294;Blue Cocktail Bar;Breweries, Lounges;Boulder;3.0;blue cocktail bar breweri loung
b1277;Iron Alehouse;Breweries, Cocktail Bars, Bars;Phoenix;4.5;iron alehous breweri cocktail bar bar
b1043;Corner Coffee;Donuts, Bakeries;Columbus;4.5;corner coffe donut bakeri
b1524;Pulse Gym;Trainers, Pilates, Active Life, Cycling Classes;Tucson;3.5;puls gym trainer pilat activ life cycl class
b1283;The Pub;Beer, Lounges, Breweries;Tampa;3.0;pub beer loung breweri
b1002;Sunrise Espresso;Donuts, Juice Bars & Smoothies, Bakeries;Tucson;4.5;sunris espresso donut juic bar smoothi bakeri
b1323;Tap Cocktail Bar;Beer, Lounges;Phoenix;3.0;tap cocktail bar beer loung
b1582;Daily Foods;Shopping, Convenience Stores, Farmers Market;Reno;3.5;daili food shop conveni store farmer market
b1413;Highway Motors;Car Wash, Tires;Phoenix;5.0;highway motor car wash tire
b1666;Whiskers Pet Care;Pet Groomers, Pets, Veterinarians;Tampa;3.0;whisker pet care pet groomer pet veterinarian
b1247;Big Grill;Restaurants, Fries;Portland;3.0;big grill restaur fri
b1468;Lakeside Family Clinic;Dentists, Doctors, Optometrists, Chiropractors;Portland;3.5;lakesid famili clinic dentist doctor optometrist chiropractor
b1079;Nonna Pizzeria;Calzones, Pasta, Pizza, Italian;Tampa;3.0;nonna pizzeria calzon pasta pizza italian
b1401;Quick Garage;Tires, Auto Repair;Austin;4.0;quick garag tire auto repair
b1195;Lucky Bistro;Noodles, Restaurants;Tucson;4.5;lucki bistro noodl restaur
b1290;Blue Cocktail Bar;Nightlife, Cocktail Bars, Bars;Austin;3.5;blue cocktail bar nightlif cocktail bar bar
b1200;Jade Bistro;Restaurants, Sushi Bars, Asian Fusion, Japanese;Columbus;4.0;jade bistro restaur sushi bar asian fusion japanes
b1338;Radiant Hair Studio;Nail Salons, Waxing, Barbers, Hair Salons;Phoenix;3.0;radiant hair studio nail salon wax barber hair salon
b1672;Cozy Animal Hospital;Pet Stores, Dog Walkers;Portland;4.5;cozi anim hospit pet store dog walker
b1730;Plaza Lodge;Hotels, Hotels & Travel;Austin;4.0;plaza lodg hotel hotel travel
b1346;Radiant Salon;Barbers, Hair Salons;Portland;5.0;radiant salon barber hair salon
b1477;Advanced Medical Center;Health & Medical, Chiropractors;Columbus;4.5;advanc medic center health medic chiropractor
b1336;Bliss Salon;Hair Salons, Waxing, Day Spas;Nashville;5.0;bliss salon hair salon wax day spa
b1717;Royal Hotel;Hotels, Resorts;Reno;4.5;royal hotel hotel resort
b1186;Tokyo Ramen;Chinese, Restaurants, Sushi Bars;Tucson;4.5;tokyo ramen chines restaur sushi bar
b1747;Lakeview Hotel;Event Planning & Services, Resorts, Bed & Breakfast;Tucson;4.0;lakeview hotel event plan servic resort bed breakfast
b1010;Sunrise Cafe;Tea Rooms, Cafes;Austin;4.5;sunris cafe tea room cafe
b1488;Advanced Health Group;Dentists, Doctors;Madison;4.5;advanc health group dentist doctor
b1597;Harvest Market;Specialty Food, Shopping, Organic Stores;Tampa;3.5;harvest market specialti food shop organ store
b1432;Highway Auto Body;Tires, Auto Repair, Oil Change Stations;Nashville;4.5;highway auto bodi tire auto repair oil chang station
b1742;Lakeview Suites;Event Planning & Services, Hotels;Columbus;4.5;lakeview suit event plan servic hotel
b1470;Community Dentistry;Doctors, Chiropractors;Portland;3.5;commun dentistri doctor chiropractor
b1255;Classic Eatery;Fries, Hot Dogs;Austin;4.5;classic eateri fri hot dog
b1701;Wag Veterinary Clinic;Animal Shelters, Dog Walkers, Pet Groomers;Madison;3.5;wag veterinari clinic anim shelter dog walker pet groomer
b1389;Express Service Center;Oil Change Stations, Body Shops;Tucson;4.0;express servic center oil chang station bodi shop
b1727;Heritage Lodge;Bed & Breakfast, Event Planning & Services, Hotels & Travel, Hotels;Tucson;4.0;heritag lodg bed breakfast event plan servic hotel travel hotel
b1439;All-Star Service Center;Oil Change Stations, Automotive, Tires, Auto Repair;Austin;4.5;servic center oil chang station automot tire auto repair
b1243;Prime Grill;Hot Dogs, Restaurants;Phoenix;4.5;prime grill hot dog restaur
b1370;Bliss Beauty Bar;Skin Care, Barbers;Tampa;4.5;bliss beauti bar skin care barber
b1314;Blue Pub;Breweries, Pubs;Phoenix;4.5;blue pub breweri pub
b1580;Fresh Foods;Grocery, Specialty Food, Farmers Market;Boulder;5.0;fresh food groceri specialti food farmer market
b1506;Flow Training Lab;Active Life, Fitness & Instruction, Yoga;Columbus;4.0;flow train lab activ life fit instruct yoga
b1386;Pro Auto Repair;Car Wash, Auto Repair, Oil Change Stations;Tucson;4.5;pro auto repair car wash auto repair oil chang station
b1284;Blue Saloon;Pubs, Cocktail Bars;Phoenix;4.5;blue saloon pub cocktail bar
b1236;Hungry Sandwich Shop;Burgers, American (Traditional);Austin;5.0;hungri sandwich shop burger american tradit
b1199;Jade Wok;Japanese, Thai, Ramen, Asian Fusion;Columbus;4.0;jade wok japanes thai ramen asian fusion
b1624;Hometown Home Services;Electricians, Roofing, Contractors;Portland;4.5;hometown home servic electrician roof contractor
b1310;Iron Alehouse;Cocktail Bars, Beer, Sports Bars, Bars;Austin;4.0;iron alehous cocktail bar beer sport bar bar
b1060;Bella Pizza;Pizza, Calzones;Portland;3.5;bella pizza pizza calzon
b1578;Harvest Provisions;Grocery, Specialty Food;Boulder;3.5;harvest provis groceri specialti food
b1181;Lucky Wok;Restaurants, Chinese;Madison;4.5;lucki wok restaur chines
b1521;Core Gym;Active Life, Pilates, Fitness & Instruction, Trainers;Boulder;3.0;core gym activ life pilat fit instruct trainer
b1005;Cozy Roasters;Breakfast & Brunch, Tea Rooms, Bakeries;Boulder;4.0;cozi roaster breakfast brunch tea room bakeri
b1684;Whiskers Pet Care;Animal Shelters, Veterinarians;Nashville;4.5;whisker pet care anim shelter veterinarian
b1532;Core Yoga Studio;Pilates, Active Life, Trainers, Yoga;Boulder;3.5;core yoga studio pilat activ life trainer yoga
b1041;Daily Cafe;Bakeries, Juice Bars & Smoothies;Madison;5.0;daili cafe bakeri juic bar smoothi
b1565;Market Market;Convenience Stores, Shopping, Grocery, Organic Stores;Columbus;5.0;market market conveni store shop groceri organ store
b1147;Taco Grill;Tacos, Tex-Mex, Restaurants, Latin American;Phoenix;4.5;taco grill taco restaur latin american
b1009;Cozy Brew House;Juice Bars & Smoothies, Tea Rooms;Portland;4.0;cozi brew hous juic bar smoothi tea room
b1365;Bliss Hair Studio;Day Spas, Skin Care, Nail Salons, Waxing;Tampa;4.5;bliss hair studio day spa skin care nail salon wax
b1154;La Cocina;Tex-Mex, Tacos, Burritos, Restaurants;Reno;4.5;la cocina taco burrito restaur
b1605;Market Grocery;Specialty Food, Organic Stores, Shopping, Grocery;Austin;4.5;market groceri specialti food organ store shop groceri
b1418;Pro Garage;Auto Repair, Car Wash, Body Shops, Auto Parts;Reno;3.5;pro garag auto repair car wash bodi shop auto part
b1331;Bliss Spa;Barbers, Hair Salons, Nail Salons;Tucson;4.0;bliss spa barber hair salon nail salon
b1367;Bliss Nails;Barbers, Hair Salons, Beauty & Spas, Skin Care;Columbus;3.5;bliss nail barber hair salon beauti spa skin care
b1046;Urban Roasters;Bakeries, Breakfast & Brunch, Donuts;Tucson;4.5;urban roaster bakeri breakfast brunch donut
b1220;Red Noodle House;Restaurants, Sushi Bars;Boulder;4.5;red noodl hous restaur sushi bar
b1400;Express Garage;Tires, Auto Repair, Automotive, Body Shops;Austin;3.0;express garag tire auto repair automot bodi shop
b1496;Pulse Wellness;Pilates, Fitness & Instruction, Cycling Classes, Trainers;Tampa;4.0;puls well pilat fit instruct cycl class trainer
b1482;Advanced Dentistry;Doctors, Physical Therapy, Optometrists;Nashville;4.0;advanc dentistri doctor physic therapi optometrist
b1125;Agave Cocina;Latin American, Mexican;Tucson;4.5;agav cocina latin american mexican
b1618;Premier Contractors;Electricians, Plumbing, Roofing, Heating & Air Conditioning/HVAC;Tampa;4.0;premier contractor electrician plumb roof heat air
b1713;Happy Pet Grooming;Veterinarians, Dog Walkers;Boulder;3.0;happi pet groom veterinarian dog walker
b1055;Urban Cafe;Tea Rooms, Breakfast & Brunch, Cafes;Nashville;4.0;urban cafe tea room breakfast brunch cafe
b1368;Glow Spa;Day Spas, Skin Care, Waxing, Hair Salons;Tampa;4.0;glow spa day spa skin care wax hair salon
b1224;Downtown Burger Joint;Restaurants, Burgers, Fries, Fast Food;Reno;4.5;downtown burger joint restaur burger fri fast food
b1300;Old Brewery;Cocktail Bars, Pubs, Beer;Tampa;3.0;old breweri cocktail bar pub beer
b1555;Family Foods;Specialty Food, Shopping;Phoenix;3.5;famili food specialti food shop
b1405;Master Auto Repair;Auto Repair, Car Wash, Body Shops, Oil Change Stations;Reno;4.5;master auto repair auto repair car wash bodi shop oil chang station
b1491;Community Dentistry;Doctors, Physical Therapy, Health & Medical;Nashville;4.0;commun dentistri doctor physic therapi health medic
b1614;Premier Heating & Cooling;Plumbing, Heating & Air Conditioning/HVAC;Reno;3.0;premier heat cool plumb heat air
b1494;Advanced Medical Center;Dentists, Chiropractors;Boulder;3.5;advanc medic center dentist chiropractor
b1115;Taco Burrito Bar;Restaurants, Latin American;Phoenix;4.0;taco burrito bar restaur latin american
b1155;La Cantina;Burritos, Latin American;Boulder;4.0;la cantina burrito latin american
b1546;Summit Wellness;Active Life, Fitness & Instruction, Gyms, Trainers;Columbus;4.0;summit well activ life fit instruct gym trainer
b1722;Garden Resort;Resorts, Event Planning & Services, Hotels, Hotels & Travel;Madison;4.0;garden resort resort event plan servic hotel hotel travel
b1590;Fresh Pantry;Farmers Market, Convenience Stores, Specialty Food;Madison;4.0;fresh pantri farmer market conveni store specialti food
b1669;Paws Pet Grooming;Dog Walkers, Pet Stores, Animal Shelters;Madison;4.5;paw pet groom dog walker pet store anim shelter
b1409;Express Auto Repair;Auto Repair, Oil Change Stations, Automotive;Boulder;4.5;express auto repair auto repair oil chang station automot
b1613;Guardian Electric;Contractors, Roofing, Electricians, Heating & Air Conditioning/HVAC;Tucson;4.5;guardian electr contractor roof electrician heat air
b1203;Golden Noodle House;Chinese, Thai;Madison;4.5;golden noodl hous chines thai
b1162;El Cocina;Mexican, Burritos, Tacos, Restaurants;Phoenix;3.5;el cocina mexican burrito taco restaur
b1122;La Cocina;Restaurants, Tex-Mex, Latin American;Phoenix;4.0;la cocina restaur latin american
b1700;Cozy Pet Shop;Pet Groomers, Dog Walkers, Pets;Phoenix;3.0;cozi pet shop pet groomer dog walker pet
b1690;Cozy Veterinary Clinic;Pet Stores, Dog Walkers, Pet Groomers;Austin;4.5;cozi veterinari clinic pet store dog walker pet groomer
b1095;Mama Italian Kitchen;Pizza, Italian, Restaurants;Austin;4.0;mama italian kitchen pizza italian restaur
b1726;Garden Hotel;Hotels, Event Planning & Services;Portland;3.5;garden hotel hotel event plan servic
b1161;El Burrito Bar;Mexican, Latin American;Phoenix;4.0;el burrito bar mexican latin american
b1226;Route Grill;American (Traditional), Sandwiches, Fries, Restaurants;Portland;3.5;rout grill american tradit sandwich fri restaur
b1269;Route Sandwich Shop;Fast Food, American (Traditional), Burgers;Nashville;4.0;rout sandwich shop fast food american tradit burger
b1092;Little Pizza;Calzones, Pasta, Italian;Columbus;4.5;littl pizza calzon pasta italian
b1417;Precision Tire Center;Tires, Body Shops, Auto Repair, Automotive;Phoenix;4.5;precis tire center tire bodi shop auto repair automot
b1104;Nonna Pizzeria;Calzones, Wine Bars, Pizza;Columbus;5.0;nonna pizzeria calzon wine bar pizza
b1557;Harvest Grocery;Farmers Market, Grocery, Convenience Stores, Shopping;Boulder;4.5;harvest groceri farmer market groceri conveni store shop
b1481;Family Family Clinic;Optometrists, Health & Medical, Physical Therapy;Tampa;4.0;famili famili clinic optometrist health medic physic therapi
b1166;Lucky Ramen;Restaurants, Sushi Bars, Asian Fusion, Chinese;Tampa;3.5;lucki ramen restaur sushi bar asian fusion chines
b1647;Hometown HVAC;Contractors, Electricians, Heating & Air Conditioning/HVAC;Phoenix;5.0;hometown hvac contractor electrician heat air
b1366;Radiant Salon;Day Spas, Nail Salons, Hair Salons, Skin Care;Austin;3.5;radiant salon day spa nail salon hair salon skin care
b1625;Premier Plumbing;Contractors, Plumbing, Electricians, Roofing;Nashville;3.5;premier plumb contractor plumb electrician roof
b1062;Little Pizza;Restaurants, Wine Bars, Italian;Columbus;3.5;littl pizza restaur wine bar italian
b1214;Bamboo Dragon;Asian Fusion, Thai, Noodles, Restaurants;Reno;4.5;bamboo dragon asian fusion thai noodl restaur
b1042;Cozy Beans;Bakeries, Juice Bars & Smoothies, Tea Rooms;Austin;3.0;cozi bean bakeri juic bar smoothi tea room
b1646;All Home Services;Electricians, Contractors, Heating & Air Conditioning/HVAC, Home Services;Nashville;5.0;home servic electrician contractor heat air home servic
b1324;Tap Tavern;Pubs, Sports Bars, Beer, Bars;Columbus;4.5;tap tavern pub sport bar beer bar
b1196;Red Ramen;Noodles, Sushi Bars;Austin;4.5;red ramen noodl sushi bar
b1450;Advanced Dental;Chiropractors, Health & Medical, Dentists, Doctors;Boulder;4.5;advanc dental chiropractor health medic dentist doctor
b1067;Mama Italian Kitchen;Pasta, Calzones;Austin;3.5;mama italian kitchen pasta calzon
b1542;Flow Gym;Yoga, Gyms, Pilates;Tampa;4.0;flow gym yoga gym pilat
b1769;Royal Bed & Breakfast;Resorts, Bed & Breakfast, Hotels & Travel;Portland;4.5;royal bed breakfast resort bed breakfast hotel travel
b1341;Luxe Barbershop;Waxing, Hair Salons, Skin Care;Columbus;4.5;lux barbershop wax hair salon skin care
b1423;All-Star Garage;Car Wash, Tires, Oil Change Stations, Auto Repair;Madison;4.5;garag car wash tire oil chang station auto repair
b1514;Peak Wellness;Active Life, Yoga, Trainers, Fitness & Instruction;Tucson;4.5;peak well activ life yoga trainer fit instruct
